rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist
4497,Kepler-804 c,Kepler-804,c,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.3722109,44.7851812,11.88612,77.4418,64.88785,311.56326,9.65185017,1.14,0.102,1.55,0.00489,M-R relationship,5.75,,5817.0,1.05,1.01,0.05,5.25,4.4,1.03417,,,649.65
4498,Kepler-805 b,Kepler-805,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.2300178,45.053364,12.09596,77.64116,65.17424,311.57874,30.8638931,2.89,0.258,8.7,0.0274,M-R relationship,1.98,,6112.0,1.65,1.19,0.541,4.27,4.08,0.34859,,,638.49
4499,Kepler-806 b,Kepler-806,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.0071956,44.8535698,10.2587,78.38092,64.22808,315.63788,8.09219642,1.14,0.102,1.55,0.00489,M-R relationship,5.75,,5770.0,1.16,0.99,0.407,7.76,4.3,0.31224,,,361.896
4500,Kepler-808 b,Kepler-808,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.5941514,48.4454907,14.57061,80.28908,68.73516,312.30817,0.63133235,1.46,0.13,2.73,0.00859,M-R relationship,4.82,,4653.0,0.71,0.76,-0.684,1.95,4.62,4.17487,,,321.0
4501,Kepler-809 b,Kepler-809,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.0836324,48.0180689,15.92719,79.18303,68.98147,307.57051,55.63934,3.01,0.269,9.32,0.0293,M-R relationship,1.88,,5734.0,0.98,0.99,0.001,4.37,4.45,0.88628,,,961.405
4502,Kepler-81 b,Kepler-81,b,1,3,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.6369437,42.8248275,10.83017,75.7459,62.99092,310.35558,5.955,2.42,0.216,17.2,0.054,Mass,6.67,M0 V,4385.0,0.59,0.64,-0.889,3.63,4.7,4.19265,,,348.291
4503,Kepler-81 c,Kepler-81,c,1,3,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.6369437,42.8248275,10.83017,75.7459,62.99092,310.35558,12.04,2.37,0.211,4.3,0.014,Mass,1.77,M0 V,4385.0,0.59,0.64,-0.889,3.63,4.7,4.82896,,,348.291
4504,Kepler-81 d,Kepler-81,d,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.6369437,42.8248275,10.83017,75.7459,62.99092,310.35558,20.837846,1.21,0.108,1.92,0.00606,M-R relationship,5.96,M0 V,4500.0,0.59,0.65,-0.889,3.63,4.7,11.51428,,,348.291
4505,Kepler-810 b,Kepler-810,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.6148615,48.0825642,11.41579,81.47969,66.96798,319.90285,4.59725385,1.93,0.172,4.38,0.0138,M-R relationship,3.35,,5803.0,1.04,1.03,-0.032,4.17,4.42,1.65508,,,1458.59
4506,Kepler-811 b,Kepler-811,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.4241593,47.8345586,18.13436,78.04972,69.62709,300.85308,23.58447697,2.7,0.241,7.75,0.0244,M-R relationship,2.16,,5747.0,1.24,1.01,0.323,7.94,4.25,0.62326,,,985.041
4507,Kepler-812 b,Kepler-812,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.8552821,48.208517,16.14187,79.30359,69.21423,307.3657,10.11716531,3.55,0.317,12.3,0.0388,M-R relationship,1.51,,6761.0,1.71,1.45,0.752,1.66,4.13,0.77147,,,1482.74
4508,Kepler-813 b,Kepler-813,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.6626752,48.4353251,18.19746,78.70044,70.14891,301.83494,19.12947337,2.14,0.191,5.22,0.0164,M-R relationship,2.93,,5743.0,0.93,0.95,-0.071,3.98,4.48,1.98618,,,840.0
4509,Kepler-814 b,Kepler-814,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,284.9105256,48.4315896,18.6639,78.51337,70.30004,300.42914,6.1469851,2.12,0.189,5.14,0.0162,M-R relationship,2.96,,6162.0,1.22,1.15,0.669,3.02,4.33,1.47416,,,2055.77
4510,Kepler-815 b,Kepler-815,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.2211238,47.8813037,18.27833,78.04531,69.71286,300.52004,8.57503552,4.11,0.367,15.8,0.0498,M-R relationship,1.25,,5028.0,3.42,1.25,0.857,4.9,3.46,0.12089,,,1259.28
4511,Kepler-816 b,Kepler-816,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.3628165,39.2124394,9.356,72.38946,59.65077,307.45187,10.50682565,10.24,0.914,74.5,0.234,M-R relationship,0.381,,5286.0,0.85,0.9,-0.374,4.17,4.54,2.31041,,,983.697
4512,Kepler-817 b,Kepler-817,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.0818498,39.161614,7.47643,73.35435,58.91639,311.32113,3.99010623,9.03,0.806,60.2,0.189,M-R relationship,0.449,,5861.0,1.03,1.03,0.086,3.55,4.42,1.78404,,,1484.46
4513,Kepler-818 b,Kepler-818,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.2351072,39.3702865,7.47435,73.59645,59.07221,311.67562,10.03538581,5.11,0.456,22.9,0.072,M-R relationship,0.943,,5638.0,0.92,0.94,-0.124,3.98,4.49,2.45874,,,925.037
4514,Kepler-819 b,Kepler-819,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.3708312,39.1772925,7.96666,73.09948,59.11605,310.32256,33.1995648,2.76,0.246,8.05,0.0253,M-R relationship,2.1,,5279.0,0.81,0.86,-0.398,4.47,4.55,2.41873,,,664.306
4515,Kepler-82 b,Kepler-82,b,1,5,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.8733696,42.9661583,11.39306,75.61681,63.31797,309.303,26.44,4.07,0.363,12.15,0.03823,Mass,0.98,,5529.0,0.9,0.91,-0.185,4.68,4.49,1.77,,,904.326
4516,Kepler-82 c,Kepler-82,c,1,5,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.8733696,42.9661583,11.39306,75.61681,63.31797,309.303,51.54,5.34,0.476,13.9,0.04373,Mass,0.494,,5529.0,0.9,0.91,-0.185,4.68,4.49,1.77,,,904.326
4517,Kepler-82 d,Kepler-82,d,1,5,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.8733696,42.9661583,11.39306,75.61681,63.31797,309.303,2.382961,1.77,0.158,3.78,0.0119,M-R relationship,3.75,,5428.0,0.95,0.96,-0.185,4.68,4.47,2.3396,,,904.326
4518,Kepler-82 e,Kepler-82,e,1,5,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.8733696,42.9661583,11.39306,75.61681,63.31797,309.303,5.902206,2.47,0.22,6.66,0.021,M-R relationship,2.43,,5428.0,0.95,0.96,-0.185,4.68,4.47,2.27335,,,904.326
4519,Kepler-82 f,Kepler-82,f,1,5,Transit Timing Variations,2019,Multiple Locales,KOINet,Multiple Telescopes,Multiple Instruments,292.8733696,42.9661583,11.39306,75.61681,63.31797,309.303,75.732,4.84,0.432,20.9,0.06576,Mass,1.01,,5529.0,0.9,0.91,-0.225,4.68,4.49,1.77,,,904.326
4520,Kepler-820 b,Kepler-820,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.0201523,39.2206091,10.97902,71.5641,60.2027,304.00095,127.8338098,6.09,0.543,30.8,0.097,M-R relationship,0.749,,6260.0,1.36,1.23,0.689,2.63,4.25,0.71826,,,1387.2
4521,Kepler-821 b,Kepler-821,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.6173937,39.3794684,14.84472,69.92349,61.42773,295.79122,1.92279873,1.31,0.117,2.27,0.00714,M-R relationship,5.55,,5191.0,0.8,0.84,-0.364,4.79,4.56,2.35671,,,614.571
4522,Kepler-822 b,Kepler-822,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.2760929,39.5501136,10.25746,72.30493,60.23072,306.064,3.22296927,1.77,0.158,3.78,0.0119,M-R relationship,3.75,,5928.0,1.08,1.06,-0.005,3.55,4.4,0.96758,,,860.391
4523,Kepler-823 b,Kepler-823,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,284.5825682,39.2201737,15.52074,69.44907,61.44577,294.08393,4.16809082,1.57,0.14,3.09,0.00972,M-R relationship,4.39,,5643.0,0.96,0.98,0.335,4.47,4.47,1.80327,,,1389.27
4524,Kepler-824 b,Kepler-824,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.477406,39.7319975,11.57965,71.84571,60.81261,303.48291,4.51436633,1.87,0.167,4.16,0.0131,M-R relationship,3.5,,6035.0,1.22,1.15,0.122,3.31,4.32,1.43366,,,1201.4
4525,Kepler-825 b,Kepler-825,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.769825,39.3984081,8.48096,73.07163,59.47832,309.60554,3.77360059,1.53,0.136,2.96,0.0093,M-R relationship,4.54,,5976.0,1.08,1.03,0.12,3.55,4.39,1.63287,,,807.85
4526,Kepler-825 c,Kepler-825,c,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.769825,39.3984081,8.48096,73.07163,59.47832,309.60554,8.1818246,1.84,0.164,4.04,0.0127,M-R relationship,3.56,,5976.0,1.08,1.03,0.12,3.55,4.39,4.81885,,,807.85
4527,Kepler-826 b,Kepler-826,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,284.8601128,39.2405076,15.33019,69.55449,61.4202,294.53236,4.48758907,1.25,0.112,2.1,0.0066,M-R relationship,5.91,,6079.0,1.15,1.05,0.349,4.37,4.34,0.73118,,,779.596
4528,Kepler-827 b,Kepler-827,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.9660027,42.7085608,9.91121,76.09952,62.53338,312.25561,51.92927591,5.63,0.502,27.0,0.0849,M-R relationship,0.831,,5602.0,0.91,0.93,0.232,4.37,4.5,3.32701,,,2046.68
4529,Kepler-828 b,Kepler-828,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.8872555,42.4712271,15.17564,73.25742,64.19184,299.48317,0.56785714,1.51,0.135,2.89,0.00909,M-R relationship,4.61,,5039.0,0.77,0.81,-0.543,4.57,4.58,3.92265,,,575.322
4530,Kepler-829 b,Kepler-829,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.3328312,42.4638125,18.29325,71.95093,64.96975,291.86447,6.88337562,2.11,0.188,5.1,0.016,M-R relationship,2.98,,5698.0,0.97,0.98,0.04,4.68,4.46,5.22062,,,1073.76
4531,Kepler-83 b,Kepler-83,b,2,3,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.2325197,43.6655662,18.77652,73.114,66.16107,292.28566,9.77,2.83,0.252,42.1,0.132,Mass,10.2,M0 V,4082.0,0.61,0.66,-1.102,3.09,4.69,6.12072,,,400.409
4532,Kepler-83 c,Kepler-83,c,2,3,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.2325197,43.6655662,18.77652,73.114,66.16107,292.28566,20.09,2.36,0.211,11.4,0.036,Mass,4.77,M0 V,4082.0,0.61,0.66,-1.102,3.09,4.69,3.81596,,,400.409
4533,Kepler-83 d,Kepler-83,d,2,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.2325197,43.6655662,18.77652,73.114,66.16107,292.28566,5.169796,1.94,0.173,24.6,0.077,Mass,18.5,M0 V,4648.0,0.59,0.58,-1.102,3.09,4.72,3.97487,,,400.409
4534,Kepler-830 b,Kepler-830,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.054238,42.7568316,9.87661,76.17365,62.55468,312.42468,11.29695137,1.7,0.152,3.53,0.0111,M-R relationship,3.95,,6037.0,1.11,1.07,0.169,3.47,4.38,0.3999,,,1122.0
4535,Kepler-831 b,Kepler-831,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.9855607,42.7277355,9.9075,76.12355,62.546,312.29978,5.62153941,1.27,0.113,2.15,0.00678,M-R relationship,5.77,,5732.0,0.97,0.99,0.012,4.17,4.46,3.6896,,,593.54
4536,Kepler-832 b,Kepler-832,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.9261101,45.383869,10.55971,78.82861,64.73623,316.01412,7.1396941,2.06,0.184,4.9,0.0154,M-R relationship,3.08,,5596.0,0.9,0.92,0.07,4.37,4.5,1.0168,,,1688.12
4537,Kepler-833 b,Kepler-833,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.4799052,45.6005798,14.07649,77.2932,66.38231,307.66345,18.7546998,2.02,0.18,4.74,0.0149,M-R relationship,3.16,,4339.0,0.62,0.64,-0.793,3.72,4.67,5.88599,,,467.37
4538,Kepler-834 b,Kepler-834,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.0544674,45.1803351,16.11418,75.89955,66.7587,301.59319,13.32388301,2.02,0.18,4.74,0.0149,M-R relationship,3.16,,4554.0,0.66,0.7,-0.745,2.69,4.64,3.60222,,,633.937
4539,Kepler-835 b,Kepler-835,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,283.5742181,45.7348003,18.58969,75.51099,67.95808,295.88206,11.41909375,2.79,0.249,8.2,0.0258,M-R relationship,2.07,,5954.0,1.11,1.08,0.33,3.63,4.38,0.87917,,,2406.33
4540,Kepler-836 b,Kepler-836,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.4527659,45.7043964,16.05709,76.5148,67.1741,302.67811,11.36112327,2.73,0.244,7.9,0.0249,M-R relationship,2.13,,5895.0,1.04,1.03,0.049,4.27,4.41,0.47666,,,980.035
4541,Kepler-837 b,Kepler-837,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.2467607,45.95011,17.57513,76.15481,67.85909,299.02188,16.56059504,2.56,0.228,7.08,0.0223,M-R relationship,2.32,,5403.0,0.81,0.85,-0.271,3.98,4.56,1.46297,,,901.907
4542,Kepler-838 b,Kepler-838,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.4354695,45.975959,17.46217,76.2298,67.84729,299.37515,15.74957994,2.73,0.244,7.9,0.0249,M-R relationship,2.13,,5770.0,0.96,0.98,-0.099,4.17,4.46,0.69062,,,1104.04
4543,Kepler-839 b,Kepler-839,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.074684,45.242544,13.54734,77.13885,65.90113,308.32194,37.8144514,2.57,0.229,7.13,0.0224,M-R relationship,2.31,,6058.0,1.31,1.22,0.437,2.82,4.29,0.53357,,,944.561
4544,Kepler-84 b,Kepler-84,b,1,5,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,298.2520208,40.4960842,6.68858,75.35385,59.57181,315.29512,8.726,2.23,0.199,40.0,0.126,Mass,19.8,,6039.0,1.43,1.0,0.212,3.98,4.13,0.08514,,,1023.9
4545,Kepler-84 c,Kepler-84,c,1,5,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,298.2520208,40.4960842,6.68858,75.35385,59.57181,315.29512,12.883,2.36,0.211,20.2,0.064,Mass,8.44,,6039.0,1.43,1.0,0.212,3.98,4.13,0.02901,,,1023.9
4546,Kepler-84 d,Kepler-84,d,1,5,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,298.2520208,40.4960842,6.68858,75.35385,59.57181,315.29512,4.224537,1.38,0.123,2.48,0.0078,M-R relationship,5.19,,6031.0,1.17,1.06,0.212,3.98,4.32,1.20895,,,1023.9
4547,Kepler-84 e,Kepler-84,e,1,5,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,298.2520208,40.4960842,6.68858,75.35385,59.57181,315.29512,27.434389,2.6,0.232,7.27,0.0229,M-R relationship,2.27,,6031.0,1.17,1.06,0.212,3.98,4.32,1.83938,,,1023.9
4548,Kepler-84 f,Kepler-84,f,1,5,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,298.2520208,40.4960842,6.68858,75.35385,59.57181,315.29512,44.552169,2.2,0.196,5.48,0.0172,M-R relationship,2.83,,6031.0,1.17,1.06,0.212,3.98,4.32,1.36354,,,1023.9
4549,Kepler-841 b,Kepler-841,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,284.2513637,48.8095962,19.20216,78.73264,70.79157,299.52256,124.4198398,5.23,0.467,23.8,0.0749,M-R relationship,0.914,,5324.0,0.81,0.85,-0.362,4.47,4.56,25.36857,,,998.961
4550,Kepler-842 b,Kepler-842,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.3285976,49.6535171,14.63931,81.63101,69.63058,314.96235,1.21956827,1.6,0.143,3.19,0.01,M-R relationship,4.28,,4848.0,0.73,0.78,-0.612,4.37,4.6,2.76789,,,532.726
4551,Kepler-843 b,Kepler-843,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.3219786,48.9714373,12.00369,82.18878,67.84603,320.52299,2.05387982,2.59,0.231,7.22,0.0227,M-R relationship,2.28,,5830.0,1.03,1.02,-0.047,4.17,4.42,1.79475,,,1165.66
4552,Kepler-844 b,Kepler-844,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.8578541,48.7739646,16.96872,79.58545,69.97944,306.17888,2.61302086,1.68,0.15,3.46,0.0109,M-R relationship,4.01,,4128.0,0.57,0.59,-0.921,3.8,4.7,0.5851,,,431.776
4553,Kepler-845 b,Kepler-845,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.9576363,49.2037262,15.26491,80.82529,69.59821,312.09663,0.92785982,2.04,0.182,4.82,0.0152,M-R relationship,3.12,,4913.0,0.75,0.79,-0.605,4.79,4.59,0.55664,,,431.051
4554,Kepler-846 b,Kepler-846,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.0570731,49.0460112,17.55834,79.6461,70.41945,305.00762,19.80792185,2.48,0.221,6.71,0.0211,M-R relationship,2.42,,5579.0,0.91,0.94,-0.217,4.37,4.5,3.89592,,,1127.12
4555,Kepler-847 b,Kepler-847,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,283.5048144,49.4509371,19.87459,79.20453,71.54865,298.66397,2.3432319,1.18,0.105,1.76,0.00553,M-R relationship,5.89,,4940.0,0.77,0.83,-0.507,3.89,4.58,2.42571,,,513.103
4556,Kepler-848 b,Kepler-848,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.2882949,48.8116114,13.71305,81.12202,68.60044,315.52566,6.91134416,1.7,0.152,3.53,0.0111,M-R relationship,3.95,,5695.0,1.2,1.01,0.594,8.32,4.28,0.30165,,,1378.47
4557,Kepler-849 b,Kepler-849,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.8517961,48.5213243,15.05008,80.15038,69.00121,311.13699,394.62508,8.082,0.721,298.7587,0.94,Mass,3.09,,5950.0,1.82,1.26,0.573,4.7,4.02,0.292,,,822.134
4558,Kepler-85 b,Kepler-85,b,1,4,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.9734395,45.2902761,13.63209,77.15239,65.97078,308.19533,8.3,1.778,0.159,1.84,0.00579,Mass,1.819493,,5505.2,0.88,0.93,-0.212,4.37,4.51,1.94556,,,765.025
4559,Kepler-85 c,Kepler-85,c,1,4,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.9734395,45.2902761,13.63209,77.15239,65.97078,308.19533,12.51,1.978,0.176,2.15,0.00676,Mass,1.527272,,5505.2,0.88,0.93,-0.212,4.37,4.51,1.94556,,,765.025
4560,Kepler-85 d,Kepler-85,d,1,4,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.9734395,45.2902761,13.63209,77.15239,65.97078,308.19533,17.91323,1.2,0.107,1.87,0.00588,M-R relationship,5.95,,5436.0,0.89,0.87,-0.212,0.6,4.49,1.58577,,,765.025
4561,Kepler-85 e,Kepler-85,e,1,4,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.9734395,45.2902761,13.63209,77.15239,65.97078,308.19533,25.216751,1.27,0.113,0.6,0.00189,Mass,1.6,,5436.0,0.89,0.92,-0.212,4.37,4.49,2.34641,,,765.025
4562,Kepler-850 b,Kepler-850,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.0844515,48.5753645,13.73198,80.84283,68.44446,314.91747,7.19303878,1.78,0.159,3.82,0.012,M-R relationship,3.72,,5932.0,1.09,1.06,0.173,3.89,4.39,1.60453,,,1661.28
4563,Kepler-851 b,Kepler-851,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.6802199,49.1401106,13.03779,81.83905,68.4912,318.16343,8.50699658,1.68,0.15,3.46,0.0109,M-R relationship,4.01,,5455.0,0.85,0.89,-0.273,4.47,4.53,0.63776,,,839.255
4564,Kepler-852 b,Kepler-852,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.3915863,48.5606875,11.18828,82.15889,67.15234,321.6456,44.9309804,2.54,0.227,6.99,0.022,M-R relationship,2.34,,6100.0,1.16,1.19,0.827,1.48,4.38,0.98558,,,1619.03
4565,Kepler-853 b,Kepler-853,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,283.936781,49.1102748,19.49697,78.96035,71.14003,299.19163,7.16892463,1.69,0.151,3.5,0.011,M-R relationship,3.98,,6350.0,1.55,1.3,0.51,2.69,4.17,0.55852,,,568.676
4566,Kepler-855 b,Kepler-855,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.0949565,43.537565,10.21625,76.88822,63.26894,313.11627,7.8866311,8.35,0.745,52.7,0.166,M-R relationship,0.497,,5835.0,1.03,1.03,0.333,4.17,4.42,0.58262,,,1506.58
4567,Kepler-856 b,Kepler-856,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.6038379,46.3149097,14.92486,77.70822,67.26337,306.83652,8.02768059,9.3,0.83,63.3,0.199,M-R relationship,0.432,,5535.0,0.93,0.96,-0.022,4.27,4.49,1.79327,,,1351.17
4568,Kepler-857 b,Kepler-857,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.6323978,43.4004526,10.44943,76.60594,63.26647,312.31401,85.35129427,6.8,0.607,37.2,0.117,M-R relationship,0.65,,5773.0,0.99,0.99,-0.071,4.27,4.45,2.7636,,,983.502
4569,Kepler-858 b,Kepler-858,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.8488552,51.2090375,17.29145,82.19755,71.98127,310.86414,76.13602028,4.87,0.434,21.1,0.0664,M-R relationship,1.0,,5653.0,0.91,0.96,-0.113,3.39,4.5,1.47064,,,298.532
4570,Kepler-859 b,Kepler-859,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.7418337,43.1901197,15.55426,73.90076,64.91304,299.69214,20.38177573,3.09,0.276,9.75,0.0307,M-R relationship,1.82,,5020.0,0.77,0.81,-0.556,4.57,4.59,3.65406,,,839.903
4571,Kepler-860 b,Kepler-860,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.5772681,46.2547028,11.18255,79.49597,65.62991,316.34078,5.10137945,3.24,0.289,10.6,0.0332,M-R relationship,1.71,,5836.0,1.06,1.04,-0.157,4.27,4.4,2.67226,,,1056.36
4572,Kepler-861 b,Kepler-861,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.3539624,46.2262465,13.16131,78.44535,66.4914,311.27122,3.94963138,2.28,0.203,5.82,0.0183,M-R relationship,2.7,,5047.0,0.78,0.82,-0.427,4.47,4.58,7.44905,,,850.327
4573,Kepler-862 b,Kepler-862,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.7792466,46.4926688,9.96035,80.4453,65.19278,319.88448,3.14866453,2.21,0.197,5.52,0.0174,M-R relationship,2.81,,5333.0,0.84,0.88,-0.103,4.79,4.54,1.23727,,,1039.03
4574,Kepler-863 b,Kepler-863,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.6644677,43.2489903,8.44029,77.54123,62.2815,316.64178,15.59461874,2.9,0.259,8.75,0.0275,M-R relationship,1.97,,5678.0,0.95,0.96,0.215,3.8,4.46,0.99953,,,1499.66
4575,Kepler-864 b,Kepler-864,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.0570943,46.3206074,17.83069,76.46837,68.25153,298.95603,5.83376092,2.4,0.214,6.35,0.02,M-R relationship,2.52,,5754.0,1.0,1.0,0.208,4.68,4.44,0.82595,,,2022.9
4576,Kepler-864 c,Kepler-864,c,1,2,Transit,2023,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.0570943,46.3206074,17.83069,76.46837,68.25153,298.95603,2.42150341,1.62,0.158,3.26,0.0102,M-R relationship,4.21,,6213.0,1.2,1.27,0.208,0.3,4.39,0.49521,,,2022.9
4577,Kepler-865 b,Kepler-865,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.7242257,43.5272796,8.5398,77.80764,62.51934,316.96356,14.16399294,2.49,0.222,6.76,0.0213,M-R relationship,2.41,,5570.0,0.92,0.93,-0.298,4.27,4.49,1.51938,,,586.137
4578,Kepler-865 c,Kepler-865,c,1,2,Transit,2023,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.7242257,43.5272796,8.5398,77.80764,62.51934,316.96356,6.20920207,0.89,0.095,0.64,0.00201,M-R relationship,4.99,,5440.0,0.89,0.78,-0.298,13.8,4.44,2.62579,,,586.137
