pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist,pl_type
Kepler-1824 b,Kepler-1824,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.7071957,41.2036197,8.05416,75.389,60.66005,313.63766,95.61100006,2.381,0.212,6.26,0.0197,M-R relationship,2.55,,6002.0,1.08,1.14,0.171,0.33,4.42,2.03186,,,1040.1,Neptune-like
Kepler-1828 b,Kepler-1828,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.4275963,37.3207616,9.13768,70.34553,58.06567,305.00137,10.2737999,2.116,0.189,5.13,0.0161,M-R relationship,2.98,,5806.0,0.9,1.0,-0.111,0.4,4.53,2.59443,,,871.81,Neptune-like
Kepler-1829 b,Kepler-1829,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.664484,51.4983798,17.50627,82.43381,72.29227,310.92016,5.18671989,2.479,0.221,6.71,0.0211,M-R relationship,2.42,,5230.0,0.78,0.87,-0.394,4.4,4.59,19.63952,,,679.921,Neptune-like
Kepler-1830 b,Kepler-1830,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.1390408,40.9790527,8.98213,74.61491,60.87101,311.21248,56.49330139,3.33,0.297,11.1,0.0348,M-R relationship,1.65,,6160.0,2.05,1.44,0.631,0.32,3.98,0.28729,,,1056.88,Neptune-like
Kepler-1835 b,Kepler-1835,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,280.3148152,43.9856885,20.18801,72.94891,66.74433,289.04422,11.96409988,3.534,0.315,12.2,0.0385,M-R relationship,1.52,,5903.0,0.96,0.92,0.078,4.8,4.44,0.1344,,,1404.38,Neptune-like
Kepler-1836 b,Kepler-1836,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.3150933,40.8387799,10.81083,73.48908,61.44677,306.94156,5.25416994,2.553,0.228,7.05,0.0222,M-R relationship,2.33,,6123.0,0.99,1.05,0.016,,4.47,1.76644,,,1472.62,Neptune-like
Kepler-184 b,Kepler-184,b,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.9518784,43.0746172,12.04501,75.41102,63.64884,307.96619,10.687576,2.36,0.211,6.17,0.0194,M-R relationship,2.58,,5788.0,0.87,0.97,-0.225,1.7,4.51,2.7003,,,610.326,Neptune-like
Kepler-184 d,Kepler-184,d,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.9518784,43.0746172,12.04501,75.41102,63.64884,307.96619,29.022358,2.49,0.222,6.76,0.0213,M-R relationship,2.41,,5788.0,0.87,0.97,-0.225,1.7,4.51,0.51622,,,610.326,Neptune-like
Kepler-1840 b,Kepler-1840,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,298.5948803,41.4359643,6.93915,76.30269,60.34394,316.484,131.1900024,2.778,0.248,8.13,0.0256,M-R relationship,2.08,,4898.0,0.8,0.77,-0.587,14.0,4.52,3.61271,,,513.107,Neptune-like
Kepler-1842 b,Kepler-1842,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.2516039,42.3784353,15.57169,72.9793,64.22459,298.38645,14.02639961,2.354,0.21,6.14,0.0193,M-R relationship,2.59,,5970.0,1.13,1.06,-0.026,7.0,4.36,8.12745,,,923.551,Neptune-like
Kepler-1843 b,Kepler-1843,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.8852302,41.279169,10.62548,74.08635,61.7257,308.09449,25.54339981,2.709,0.242,7.8,0.0245,M-R relationship,2.16,,5422.0,1.78,1.02,0.394,10.8,3.95,0.2587,,,784.625,Neptune-like
Kepler-1844 b,Kepler-1844,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.6903973,37.9345682,9.23418,70.99476,58.59248,305.7205,3.92451,3.036,0.271,9.46,0.0298,M-R relationship,1.86,,5776.0,0.85,0.94,0.226,,4.55,0.69061,,,1804.36,Neptune-like
Kepler-1845 b,Kepler-1845,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.9016226,38.297032,9.25314,71.39829,58.88923,306.23378,11.60649967,2.438,0.218,6.52,0.0205,M-R relationship,2.47,,4703.0,0.7,0.69,-0.578,1.0,4.58,9.95871,,,710.724,Neptune-like
Kepler-1847 b,Kepler-1847,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.6014013,44.3252289,9.63471,78.11453,63.57444,316.03797,11.12969971,2.745,0.245,7.97,0.0251,M-R relationship,2.12,,6122.0,0.96,1.04,0.099,0.4,4.49,2.20963,,,1693.86,Neptune-like
Kepler-1849 b,Kepler-1849,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.29193,41.2557275,15.80052,71.61723,63.31101,296.19569,57.29290009,2.387,0.213,6.29,0.0198,M-R relationship,2.54,,4806.0,0.73,0.71,-0.662,13.5,4.56,4.47419,,,631.884,Neptune-like
Kepler-1851 b,Kepler-1851,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.6737597,45.6398375,17.18501,75.96531,67.47806,299.54642,12.02289963,3.9,0.348,14.5,0.0455,M-R relationship,1.34,,5982.0,0.88,0.97,0.06,0.3,4.54,2.57908,,,1589.81,Neptune-like
Kepler-1854 b,Kepler-1854,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.28593,37.3869915,13.56848,68.2551,59.36869,295.93271,39.83110046,2.587,0.231,7.21,0.0227,M-R relationship,2.29,,5026.0,0.76,0.8,-0.479,0.7,4.58,22.32456,,,423.348,Neptune-like
Kepler-1858 b,Kepler-1858,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.3074315,46.626579,13.36315,78.80207,66.87365,311.58253,88.07160187,2.422,0.216,6.44,0.0203,M-R relationship,2.49,,4939.0,0.82,0.79,-0.453,0.7,4.51,2.17141,,,833.055,Neptune-like
Kepler-1861 b,Kepler-1861,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.8465148,49.9361586,12.72337,82.91864,68.84198,321.02494,40.0306015,2.207,0.197,5.5,0.0173,M-R relationship,2.81,,5855.0,1.37,1.16,0.3,2.8,4.23,2.68444,,,829.985,Neptune-like
Kepler-1862 b,Kepler-1862,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.7533555,49.3780726,11.94451,82.69101,68.07062,321.69803,16.05730057,2.203,0.197,5.49,0.0173,M-R relationship,2.82,,5644.0,0.81,0.9,-0.215,0.4,4.58,0.43429,,,1232.19,Neptune-like
Kepler-1863 b,Kepler-1863,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.2397185,43.2440854,18.62728,72.69782,65.74763,292.08417,44.99760056,2.263,0.202,5.74,0.0181,M-R relationship,2.72,,5871.0,0.98,1.1,0.41,4.7,4.49,0.02888,,0.5,865.546,Neptune-like
Kepler-1868 b,Kepler-1868,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.2983733,43.5558025,11.3814,76.29601,63.76196,310.41697,211.0339966,3.15,0.281,10.1,0.0317,M-R relationship,1.78,,4658.0,0.69,0.74,-0.662,14.0,4.63,1.44584,,,274.18,Neptune-like
Kepler-187 c,Kepler-187,c,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,299.7964955,44.0892448,7.52969,79.05757,62.41173,320.41572,10.640263,2.67,0.238,7.61,0.0239,M-R relationship,2.2,,6105.0,1.29,1.11,0.493,3.72,4.27,0.17649,,,1143.0,Neptune-like
Kepler-1870 b,Kepler-1870,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.9335076,40.590704,9.60609,73.83352,60.81515,309.17961,3.60694003,2.101,0.187,5.07,0.0159,M-R relationship,3.0,,5508.0,0.84,0.96,-0.226,13.4,4.57,4.68913,,,407.216,Neptune-like
Kepler-1871 b,Kepler-1871,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.4275044,38.4728824,9.66405,71.38433,59.16779,305.64615,1.95270002,2.422,0.216,6.44,0.0203,M-R relationship,2.49,,5741.0,0.95,1.02,0.003,5.7,4.5,1.13937,,,854.623,Neptune-like
Kepler-1872 b,Kepler-1872,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,281.0491988,43.3225996,19.46959,72.46658,65.99483,290.043,3.82591009,2.384,0.213,6.28,0.0197,M-R relationship,2.55,,5223.0,0.89,0.91,-0.506,,4.5,0.39093,,,840.182,Neptune-like
Kepler-1874 b,Kepler-1874,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.3718158,43.692081,15.99548,74.27465,65.46891,299.39883,56.57320023,2.211,0.197,5.52,0.0174,M-R relationship,2.81,,4701.0,0.78,0.76,-0.577,13.8,4.54,0.48505,,,408.007,Neptune-like
