pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist,pl_type
HD 13808 b,HD 13808,b,1,2,Radial Velocity,2021,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,33.1780708,-53.7437591,-59.46088,279.09436,-60.29349,357.24405,14.1815,3.35,0.299,11.2,0.03524,Msini,1.64,K2 V,5035.0,0.78,0.77,-0.435,7.2,4.58,2.45775,38.99,2.0,28.2305,Neptune-like
HD 13808 c,HD 13808,c,1,2,Radial Velocity,2021,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,33.1780708,-53.7437591,-59.46088,279.09436,-60.29349,357.24405,53.753,3.13,0.279,9.96,0.03134,Msini,1.78,K2 V,5035.0,0.78,0.77,-0.435,7.2,4.58,2.45775,38.99,2.0,28.2305,Neptune-like
HD 140901 b,HD 140901,b,1,2,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,236.8689866,-37.9172333,12.98895,337.16094,-17.51918,243.11445,9.02378,4.07,0.363,15.57359,0.049,Msini,1.27,G7 IV,5610.0,0.95,0.99,-0.102,3.2,4.46,1.55433,,2.2,15.2528,Neptune-like
HD 141004 b,HD 141004,b,1,1,Radial Velocity,2021,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,236.6099205,7.3527684,44.10377,15.69566,26.53906,232.40351,15.5083,3.77,0.336,13.63484,0.0429,Msini,1.4,G0Vvar,5885.38,1.39,1.05,0.346,6.32,4.17,0.60737,18.0,3.1,11.8148,Neptune-like
HD 144899 b,HD 144899,b,1,1,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,242.5721002,-47.9146826,2.71134,333.71817,-26.37672,249.83821,40.43914,4.77,0.425,20.34102,0.064,Msini,1.03,,6126.0,1.65,1.16,0.537,,4.07,0.36538,,,115.665,Neptune-like
HD 1461 b,HD 1461,b,1,2,Radial Velocity,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,4.6762645,-8.0536206,-69.41004,99.3068,-9.24453,1.06424,5.77152,2.42,0.216,6.44,0.02026,Msini,2.5,G0 V,5765.0,1.15,1.02,0.095,7.12,4.38,1.00918,,1.6,23.4534,Neptune-like
HD 1461 c,HD 1461,c,1,2,Radial Velocity,2015,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,4.6762645,-8.0536206,-69.41004,99.3068,-9.24453,1.06424,13.5052,2.23,0.199,5.59,0.01759,Msini,2.77,G0 V,5765.0,1.15,1.02,0.097,7.12,4.38,1.00918,,1.6,23.4534,Neptune-like
HD 147379 b,HD 147379,b,2,1,Radial Velocity,2017,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,244.1725686,67.2392041,39.47188,99.90191,79.91776,164.32107,86.58,4.94,0.44,21.6,0.06796,Msini,0.985,M0.0 V,4090.0,0.63,0.58,-1.097,,4.61,3.21619,28.8,2.7,10.7643,Neptune-like
HD 151450 b,HD 151450,b,1,2,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,252.0080127,-15.964345,18.26324,3.2946,6.39552,252.60873,21.89288,6.94,0.619,38.45724,0.121,Msini,0.632,,6091.98,1.17,1.14,0.231,,4.36,0.99877,,,43.6002,Neptune-like
HD 153557 b,HD 153557,b,1,3,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,254.4706516,47.3678558,38.46731,73.37904,69.16074,239.35092,7.29903,4.77,0.425,20.34102,0.064,Msini,1.03,K0,4837.0,0.75,0.79,-0.562,,4.59,2.69168,,2.0,17.9412,Neptune-like
HD 153557 c,HD 153557,c,1,3,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,254.4706516,47.3678558,38.46731,73.37904,69.16074,239.35092,15.27018,4.36,0.389,17.48056,0.055,Msini,1.16,K0,4837.0,0.75,0.79,-0.562,,4.59,2.69168,,2.0,17.9412,Neptune-like
HD 154088 b,HD 154088,b,1,1,Radial Velocity,2021,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,256.1164214,-28.5838342,7.67253,355.23654,-5.73188,257.77431,18.56,2.46,0.219,6.6,0.02077,Msini,2.44,K0 IV-V,5374.0,0.95,0.91,-0.131,8.0,4.37,1.411,,1.9,18.2692,Neptune-like
HD 155918 b,HD 155918,b,1,2,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,260.5364025,-75.349239,-20.83375,317.42953,-52.03731,266.11975,1.87567,2.67,0.239,7.62788,0.024,Msini,2.2,G2V,5771.84,1.02,1.03,0.016,12.3,4.43,1.37216,,0.0,27.561,Neptune-like
HD 156098 b,HD 156098,b,1,2,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,259.264687,-32.6630768,3.08419,353.51966,-9.56416,260.84581,21.85849,4.12,0.368,15.89142,0.05,Msini,1.25,,6419.19,2.76,1.29,1.066,,3.67,0.08677,,,48.249,Neptune-like
