pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist,pl_type
Kepler-1238 b,Kepler-1238,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.9057655,40.1628378,6.74946,74.9302,59.35929,314.5704,4.14787559,1.93,0.172,4.38,0.0138,M-R relationship,3.35,,6386.0,1.48,1.3,0.584,2.14,4.21,0.73308,,,1632.13,Super Earth
Kepler-124 c,Kepler-124,c,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.7527322,49.0648788,17.75101,79.5885,70.50613,304.46755,13.821375,1.75,0.156,3.71,0.0117,M-R relationship,3.8,,4984.0,0.64,0.84,-0.467,1.82,4.67,0.44622,,,420.046,Super Earth
Kepler-124 d,Kepler-124,d,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.7527322,49.0648788,17.75101,79.5885,70.50613,304.46755,30.950851,1.11,0.099,1.41,0.00444,M-R relationship,5.67,,4984.0,0.64,0.84,-0.467,1.82,4.67,0.07455,,,420.046,Super Earth
Kepler-1240 b,Kepler-1240,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.9997682,40.5574322,17.14732,70.26775,63.00214,292.11566,4.8663815,1.15,0.103,1.6,0.00505,M-R relationship,5.78,,5682.0,0.96,0.98,0.223,4.07,4.47,3.35225,,,862.186,Super Earth
Kepler-1243 b,Kepler-1243,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.009397,42.8807779,10.61295,75.92365,62.94673,310.9611,16.8320729,1.75,0.156,3.71,0.0117,M-R relationship,3.8,,5667.0,0.94,0.96,-0.244,4.37,4.48,1.56166,,,758.17,Super Earth
Kepler-1244 b,Kepler-1244,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.3012505,46.5161814,19.68291,75.97691,68.93,294.06742,3.70428172,1.35,0.12,2.39,0.00752,M-R relationship,5.34,,6680.0,1.77,1.46,1.032,1.7,4.1,0.11781,,,1075.81,Super Earth
Kepler-1245 b,Kepler-1245,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.7443078,43.260753,12.91958,75.19259,64.11431,306.21583,4.35409304,1.44,0.128,2.67,0.00839,M-R relationship,4.91,,5306.0,0.83,0.86,-0.411,4.57,4.55,3.05943,,,805.936,Super Earth
Kepler-1245 c,Kepler-1245,c,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.7443078,43.260753,12.91958,75.19259,64.11431,306.21583,2.93658468,1.44,0.128,2.67,0.00839,M-R relationship,4.91,,5306.0,0.83,0.86,-0.411,4.57,4.55,4.05093,,,805.936,Super Earth
Kepler-1246 b,Kepler-1246,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.6572346,48.9822053,17.1689,79.73595,70.22103,306.03477,11.32271513,1.36,0.121,2.42,0.00761,M-R relationship,5.29,,4611.0,0.69,0.73,-0.727,3.89,4.63,0.11476,,,436.505,Super Earth
Kepler-1248 b,Kepler-1248,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.0592191,51.3544564,17.80411,82.1475,72.31673,309.59376,7.46725407,1.18,0.105,1.76,0.00553,M-R relationship,5.89,,6149.0,1.21,1.21,0.276,1.51,4.36,0.90781,,,593.026,Super Earth
Kepler-1250 b,Kepler-1250,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.7938184,45.9802492,15.94425,76.87489,67.36216,303.48484,2.60754383,1.92,0.171,4.35,0.0137,M-R relationship,3.38,,5717.0,0.98,0.99,0.343,4.57,4.46,8.08759,,,2126.85,Super Earth
Kepler-1251 b,Kepler-1251,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.1151093,49.2563792,14.59844,81.1983,69.33145,314.11844,45.0904643,1.84,0.164,4.04,0.0127,M-R relationship,3.56,,5545.0,0.89,0.92,-0.153,4.79,4.51,6.65298,,,902.204,Super Earth
Kepler-1252 b,Kepler-1252,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,298.9503634,46.6928437,9.35899,81.02454,65.01043,321.8061,15.0540329,1.67,0.149,3.43,0.0108,M-R relationship,4.05,,5949.0,1.09,1.06,-0.13,3.89,4.38,1.52219,,,648.979,Super Earth
Kepler-1253 b,Kepler-1253,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,283.8852196,47.6371507,19.03753,77.47721,69.73815,297.83513,68.8861915,1.33,0.119,2.33,0.00733,M-R relationship,5.44,,5850.0,1.1,0.97,0.345,7.08,4.33,0.38914,,,514.524,Super Earth
Kepler-1254 b,Kepler-1254,b,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.1733174,48.7700099,18.61756,78.91187,70.56841,301.23434,9.99113313,1.55,0.138,3.02,0.00951,M-R relationship,4.46,,4985.0,0.75,0.78,-0.572,5.62,4.59,4.55362,,,622.818,Super Earth
