pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist,pl_type
HR 2562 b,HR 2562,b,1,1,Imaging,2016,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,102.5042716,-60.2486775,-23.49177,270.17524,-81.59348,137.29626,,12.442,1.11,9534.9,30.0,Mass,27.2,F5 V,6785.0,1.47,1.3,0.531,0.6,4.4,0.70259,,43.51,34.0071,Gas Giant
HR 8799 b,HR 8799,b,1,4,Imaging,2008,Ground,Gemini Observatory,8.19 m Gemini North Telescope,NIRI Camera,346.8701486,21.1340376,-35.57552,92.7646,24.52435,356.78405,170000.0,13.0,1.2,2000.0,7.0,Mass,5.0,A5 V,7204.58,1.49,1.5,0.692,0.06,4.3,0.68153,,34.79,41.2441,Gas Giant
HR 8799 c,HR 8799,c,1,4,Imaging,2008,Ground,Gemini Observatory,8.19 m Gemini North Telescope,NIRI Camera,346.8701486,21.1340376,-35.57552,92.7646,24.52435,356.78405,69000.0,13.0,1.2,3000.0,10.0,Mass,7.5,A5 V,7204.58,1.49,1.5,0.692,0.06,4.3,0.68153,,34.79,41.2441,Gas Giant
HR 8799 d,HR 8799,d,1,4,Imaging,2008,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,346.8701486,21.1340376,-35.57552,92.7646,24.52435,356.78405,37000.0,13.0,1.2,3000.0,10.0,Mass,7.5,A5 V,7204.58,1.49,1.5,0.692,0.06,4.3,0.68153,,34.79,41.2441,Gas Giant
HR 8799 e,HR 8799,e,1,4,Imaging,2010,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,346.8701486,21.1340376,-35.57552,92.7646,24.52435,356.78405,20815.6,13.115,1.17,3178.3,10.0,Mass,7.74,A5,7400.0,1.49,1.51,0.733,0.03,4.0,0.68153,,34.79,41.2441,Gas Giant
PDS 70 b,PDS 70,b,1,2,Imaging,2018,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,212.0421402,-41.3980405,19.20844,318.06196,-26.64183,224.64826,43500.0,30.488,2.72,953.49,3.0,Mass,0.185,K7,3972.0,1.26,0.76,-0.456,0.005,3.68,0.5411,,17.27,113.064,Gas Giant
PDS 70 c,PDS 70,c,1,2,Imaging,2019,Ground,European Southern Observatory,8.2 m ESO VLT UT4 Yepun Telescope,Multi Unit Spectroscopic Explorer (MUSE),212.0421402,-41.3980405,19.20844,318.06196,-26.64183,224.64826,,22.866,2.04,635.66,2.0,Mass,0.292,K7,3972.0,1.06,0.76,-0.489,0.005,3.68,0.5411,,17.27,113.064,Gas Giant
ROXs 12 b,ROXs 12,b,2,1,Imaging,2013,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,246.6167993,-25.446695,16.21234,352.25846,-3.69978,248.94971,,12.2,1.09,5085.0,16.0,Mass,15.4,M0,3850.0,1.07,0.87,-0.79,0.008,4.07,0.56288,,7.2,136.65,Gas Giant
ROXs 42 B b,ROXs 42 B,b,2,1,Imaging,2013,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,247.8125493,-24.545577,15.9897,353.70701,-2.64225,249.88675,,12.5,1.12,2860.0,9.0,Mass,8.05,M0,3433.0,1.34,1.0,-0.792,0.003,,,,,143.59,Gas Giant
Ross 458 c,Ross 458,c,2,1,Imaging,2010,Ground,Las Campanas Observatory,6.5 m Magellan I Baade Telescope,FIRE Spectrograph,195.1912147,12.3755996,75.08626,311.81455,17.3643,189.01286,,14.011,1.25,1906.98,6.0,Mass,3.81,M2,3965.42,0.56,0.56,-1.298,0.5,4.68,4.40603,1.54,,11.5094,Gas Giant
SR 12 AB c,SR 12 AB,c,2,1,Imaging,2010,Ground,Infrared Survey Facility,1.4 m IRSF Telescope,SIRIUS Camera,246.8312363,-24.6946687,16.56489,352.97985,-2.92655,249.02324,,12.3,1.1,4131.62,13.0,Mass,12.2,,3828.93,1.1,,-0.628,0.002,,,,,112.3172158,Gas Giant
TYC 8998-760-1 b,TYC 8998-760-1,b,1,2,Imaging,2020,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,201.3001096,-64.9391566,-2.30153,306.49947,-50.34529,231.79581,,12.3,1.1,4449.62,14.0,Mass,13.1,K3 IV,4573.0,0.95,1.0,-0.339,0.017,4.29,0.98576,,,94.6177,Gas Giant
TYC 8998-760-1 c,TYC 8998-760-1,c,1,2,Imaging,2020,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,201.3001096,-64.9391566,-2.30153,306.49947,-50.34529,231.79581,,12.33,1.1,1906.98,6.0,Mass,5.59,K3 IV,4573.0,0.95,1.0,-0.367,0.017,4.29,0.98576,,,94.6177,Gas Giant
USco CTIO 108 b,USco CTIO 108,b,1,1,Imaging,2008,Ground,Teide Observatory,4.20 m William Herschel Telescope,ACAM Auxiliary Port Camera,241.4752653,-18.3124167,24.53881,354.46972,2.49435,243.01326,,12.3,1.1,4449.62,14.0,Mass,13.1,M7,2700.0,0.35,0.06,-1.95,0.003,4.88,11.25459,,,144.019,Gas Giant
USco1556 b,USco1556 A,b,1,1,Imaging,2019,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,239.1037198,-25.6890476,20.91629,347.10445,-5.17062,242.31416,,12.3,1.09,4767.45,15.0,Mass,14.1,M3.0 V,3410.0,0.67,0.33,-1.09,0.007,4.59,3.02807,4.67,,140.635,Gas Giant
USco1621 b,USco1621 A,b,1,1,Imaging,2019,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,245.3730855,-25.4954265,17.01404,351.4365,-3.92996,247.85108,,12.2,1.09,5085.28,16.0,Mass,15.4,M2.5 V,3460.0,0.71,0.36,-1.02,0.007,4.25,1.14465,2.06,,137.901,Gas Giant
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,b,2,1,Imaging,2015,Ground,Paranal Observatory,4 m ESO Vista Telescope,VIRCAM CCD Array,194.008964,-12.956031,49.90019,304.67123,-6.42268,197.90822,5800000.0,13.675,1.22,5085.25451,16.0,Mass,10.9,M7.5,2620.0,,0.07,-3.14,0.14,5.05,,,,12.7,Gas Giant
WD 0806-661 b,WD 0806-661,b,1,1,Imaging,2011,Space,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,IRAC Infrared Array Camera,121.7275683,-66.3058835,-17.57098,279.42436,-77.44877,193.47443,,12.6,1.12,2542.62726,8.0,Mass,6.98,DQ,9552.0,,0.62,,1.5,,,,,19.2444,Gas Giant
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,b,1,1,Imaging,2012,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,184.487125,16.4445,76.7974,265.23833,16.83245,177.37946,,10.468,0.934,6992.0,22.0,Mass,33.5,T8.5,575.0,0.09,0.03,-6.09,6.0,5.0,,,,10.1,Gas Giant
YSES 2 b,YSES 2,b,1,1,Imaging,2021,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,171.9802779,-66.4345736,-4.90523,294.70983,-59.67266,218.36537,,12.7,1.14,2002.31896,6.3,Mass,5.37,K1 V,4749.0,1.19,1.1,-0.185,0.014,4.25,0.82845,2.73,19.3,109.406,Gas Giant
